,Drug,Model,Metric,Score
498,Legal_highs,Linear_SVC,Precision,0.7619047619047619
499,Legal_highs,Linear_SVC,Recall,0.7920792079207921
500,Legal_highs,Linear_SVC,Accuracy,0.8050847457627118
501,Legal_highs,Linear_SVC,F1_Score,0.7766990291262137
502,Legal_highs,SGD,Precision,0.689922480620155
503,Legal_highs,SGD,Recall,0.8811881188118812
504,Legal_highs,SGD,Accuracy,0.7796610169491526
505,Legal_highs,SGD,F1_Score,0.7739130434782608
506,Legal_highs,SGD,AUC,0.8839017235056839
507,LSD,Logistic_Regression,Precision,0.5538461538461539
508,LSD,Logistic_Regression,Recall,0.8181818181818182
509,LSD,Logistic_Regression,Accuracy,0.7648305084745762
510,LSD,Logistic_Regression,F1_Score,0.6605504587155965
511,LSD,Logistic_Regression,AUC,0.845788770053476
512,LSD,NB_Gaussian,Precision,0.4824561403508772
513,LSD,NB_Gaussian,Recall,0.8333333333333334
514,LSD,NB_Gaussian,Accuracy,0.7033898305084746
515,LSD,NB_Gaussian,F1_Score,0.611111111111111
516,LSD,NB_Gaussian,AUC,0.7801470588235294
517,LSD,KNN,Precision,0.4342857142857143
518,LSD,KNN,Recall,0.5757575757575758
519,LSD,KNN,Accuracy,0.6716101694915254
520,LSD,KNN,F1_Score,0.49511400651465803
521,LSD,KNN,AUC,0.6422905525846702
522,LSD,Decision_Tree,Precision,0.44936708860759494
523,LSD,Decision_Tree,Recall,0.5378787878787878
524,LSD,Decision_Tree,Accuracy,0.6864406779661016
525,LSD,Decision_Tree,F1_Score,0.48965517241379314
526,LSD,Decision_Tree,AUC,0.6409982174688057
527,LSD,Random_Forest,Precision,0.5849056603773585
528,LSD,Random_Forest,Recall,0.7045454545454546
529,LSD,Random_Forest,Accuracy,0.777542372881356
530,LSD,Random_Forest,F1_Score,0.6391752577319587
531,LSD,Random_Forest,AUC,0.8286430481283422
532,LSD,SVC,Precision,0.5388349514563107
533,LSD,SVC,Recall,0.8409090909090909
534,LSD,SVC,Accuracy,0.7542372881355932
535,LSD,SVC,F1_Score,0.6568047337278107
536,LSD,SVC,AUC,0.8411987522281641
537,LSD,Linear_SVC,Precision,0.5422885572139303
538,LSD,Linear_SVC,Recall,0.8257575757575758
539,LSD,Linear_SVC,Accuracy,0.7563559322033898
540,LSD,Linear_SVC,F1_Score,0.6546546546546547
541,LSD,SGD,Precision,0.4784688995215311
542,LSD,SGD,Recall,0.7575757575757576
543,LSD,SGD,Accuracy,0.701271186440678
544,LSD,SGD,F1_Score,0.5865102639296187
545,LSD,SGD,AUC,0.7852495543672013
546,Meth,Logistic_Regression,Precision,0.43478260869565216
547,Meth,Logistic_Regression,Recall,0.7142857142857143
548,Meth,Logistic_Regression,Accuracy,0.7478813559322034
549,Meth,Logistic_Regression,F1_Score,0.5405405405405405
550,Meth,Logistic_Regression,AUC,0.820937465895449
551,Meth,NB_Gaussian,Precision,0.3672316384180791
552,Meth,NB_Gaussian,Recall,0.6632653061224489
553,Meth,NB_Gaussian,Accuracy,0.6927966101694916
554,Meth,NB_Gaussian,F1_Score,0.4727272727272727
555,Meth,NB_Gaussian,AUC,0.7517325111862927
556,Meth,KNN,Precision,0.4094488188976378
557,Meth,KNN,Recall,0.5306122448979592
558,Meth,KNN,Accuracy,0.7436440677966102
559,Meth,KNN,F1_Score,0.4622222222222222
560,Meth,KNN,AUC,0.6650387427698353
561,Meth,Decision_Tree,Precision,0.358974358974359
562,Meth,Decision_Tree,Recall,0.42857142857142855
563,Meth,Decision_Tree,Accuracy,0.722457627118644
564,Meth,Decision_Tree,F1_Score,0.3906976744186046
565,Meth,Decision_Tree,AUC,0.61401833460657
566,Meth,Random_Forest,Precision,0.5393258426966292
567,Meth,Random_Forest,Recall,0.4897959183673469
568,Meth,Random_Forest,Accuracy,0.8072033898305084
569,Meth,Random_Forest,F1_Score,0.5133689839572191
570,Meth,Random_Forest,AUC,0.8353295863800065
571,Meth,SVC,Precision,0.46540880503144655
572,Meth,SVC,Recall,0.7551020408163265
573,Meth,SVC,Accuracy,0.7690677966101694
574,Meth,SVC,F1_Score,0.5758754863813229
575,Meth,SVC,AUC,0.8312506820910182
576,Meth,Linear_SVC,Precision,0.43870967741935485
577,Meth,Linear_SVC,Recall,0.6938775510204082
578,Meth,Linear_SVC,Accuracy,0.7521186440677966
579,Meth,Linear_SVC,F1_Score,0.5375494071146244
580,Meth,SGD,Precision,0.47019867549668876
581,Meth,SGD,Recall,0.7244897959183674
582,Meth,SGD,Accuracy,0.7733050847457628
583,Meth,SGD,F1_Score,0.5702811244979921
584,Meth,SGD,AUC,0.8309232784022701
585,Mushrooms,Logistic_Regression,Precision,0.6714285714285714
586,Mushrooms,Logistic_Regression,Recall,0.8057142857142857
587,Mushrooms,Logistic_Regression,Accuracy,0.7817796610169492
588,Mushrooms,Logistic_Regression,F1_Score,0.7324675324675324
589,Mushrooms,Logistic_Regression,AUC,0.8343049543049542
590,Mushrooms,NB_Gaussian,Precision,0.697841726618705
591,Mushrooms,NB_Gaussian,Recall,0.5542857142857143
592,Mushrooms,NB_Gaussian,Accuracy,0.7457627118644068
593,Mushrooms,NB_Gaussian,F1_Score,0.6178343949044586
594,Mushrooms,NB_Gaussian,AUC,0.7813756613756615
595,Mushrooms,KNN,Precision,0.5614973262032086
596,Mushrooms,KNN,Recall,0.6
597,Mushrooms,KNN,Accuracy,0.6779661016949152
598,Mushrooms,KNN,F1_Score,0.580110497237569
599,Mushrooms,KNN,AUC,0.6619528619528618
600,Mushrooms,Decision_Tree,Precision,0.6140350877192983
601,Mushrooms,Decision_Tree,Recall,0.6
602,Mushrooms,Decision_Tree,Accuracy,0.711864406779661
603,Mushrooms,Decision_Tree,F1_Score,0.6069364161849711
604,Mushrooms,Decision_Tree,AUC,0.6888888888888889
605,Mushrooms,Random_Forest,Precision,0.6923076923076923
606,Mushrooms,Random_Forest,Recall,0.72
607,Mushrooms,Random_Forest,Accuracy,0.777542372881356
608,Mushrooms,Random_Forest,F1_Score,0.7058823529411765
609,Mushrooms,Random_Forest,AUC,0.8336315536315536
610,Mushrooms,SVC,Precision,0.6572769953051644
611,Mushrooms,SVC,Recall,0.8
612,Mushrooms,SVC,Accuracy,0.7711864406779662
613,Mushrooms,SVC,F1_Score,0.7216494845360826
614,Mushrooms,SVC,AUC,0.8414911014911015
615,Mushrooms,Linear_SVC,Precision,0.6714285714285714
616,Mushrooms,Linear_SVC,Recall,0.8057142857142857
617,Mushrooms,Linear_SVC,Accuracy,0.7817796610169492
618,Mushrooms,Linear_SVC,F1_Score,0.7324675324675324
619,Mushrooms,SGD,Precision,0.6766467065868264
620,Mushrooms,SGD,Recall,0.6457142857142857
621,Mushrooms,SGD,Accuracy,0.7542372881355932
622,Mushrooms,SGD,F1_Score,0.6608187134502923
623,Mushrooms,SGD,AUC,0.8155844155844155
624,Nicotine,Logistic_Regression,Precision,0.8214285714285714
625,Nicotine,Logistic_Regression,Recall,0.680921052631579
626,Nicotine,Logistic_Regression,Accuracy,0.6991525423728814
627,Nicotine,Logistic_Regression,F1_Score,0.7446043165467625
628,Nicotine,Logistic_Regression,AUC,0.7858709273182958
629,Nicotine,NB_Gaussian,Precision,0.8723404255319149
630,Nicotine,NB_Gaussian,Recall,0.13486842105263158
631,Nicotine,NB_Gaussian,Accuracy,0.4300847457627119
632,Nicotine,NB_Gaussian,F1_Score,0.2336182336182336
633,Nicotine,NB_Gaussian,AUC,0.7454867637844611
634,Nicotine,KNN,Precision,0.7044673539518901
635,Nicotine,KNN,Recall,0.6743421052631579
636,Nicotine,KNN,Accuracy,0.6080508474576272
637,Nicotine,KNN,F1_Score,0.6890756302521008
638,Nicotine,KNN,AUC,0.581218671679198
639,Nicotine,Decision_Tree,Precision,0.7432432432432432
640,Nicotine,Decision_Tree,Recall,0.7236842105263158
641,Nicotine,Decision_Tree,Accuracy,0.6610169491525424
642,Nicotine,Decision_Tree,F1_Score,0.7333333333333334
643,Nicotine,Decision_Tree,AUC,0.6356516290726818
644,Nicotine,Random_Forest,Precision,0.7553516819571865
645,Nicotine,Random_Forest,Recall,0.8125
646,Nicotine,Random_Forest,Accuracy,0.7097457627118644
647,Nicotine,Random_Forest,F1_Score,0.7828843106180666
648,Nicotine,Random_Forest,AUC,0.7291666666666667
649,Nicotine,SVC,Precision,0.7985074626865671
650,Nicotine,SVC,Recall,0.7039473684210527
651,Nicotine,SVC,Accuracy,0.6949152542372882
652,Nicotine,SVC,F1_Score,0.7482517482517482
653,Nicotine,SVC,AUC,0.7533873746867168
654,Nicotine,Linear_SVC,Precision,0.842741935483871
655,Nicotine,Linear_SVC,Recall,0.6875
656,Nicotine,Linear_SVC,Accuracy,0.7161016949152542
657,Nicotine,Linear_SVC,F1_Score,0.7572463768115941
658,Nicotine,SGD,Precision,0.7762237762237763
659,Nicotine,SGD,Recall,0.7302631578947368
660,Nicotine,SGD,Accuracy,0.690677966101695
661,Nicotine,SGD,F1_Score,0.7525423728813561
662,Nicotine,SGD,AUC,0.7584586466165413
